0,0
1,1
2,4
3,6
4,7
5,9
6,10
7,13
8,15
9,17
10,17
11,18
12,21
13,23
14,23
15,25
16,26
17,29
18,32
19,36
20,36
21,37
22,39
23,42
24,42
25,43
26,44
27,47
28,49
29,51
30,51
31,51
32,53
33,56
34,60
35,60
36,61
37,63
38,64
39,66
40,66
41,67
42,69
43,70
44,72
45,72
46,73
47,76
48,78
49,78
50,78
51,79
52,82
53,85
54,89
55,89
56,90
57,92
58,95
59,95
60,96
61,97
62,100
63,102
64,104
65,104
66,104
67,106
68,109
69,113
70,113
71,114
72,116
73,117
74,119
75,119
76,120
77,122
78,123
79,125
80,125
81,126
82,129
83,131
84,131
85,131
86,132
87,135
88,138
89,142
90,142
91,143
92,145
93,148
94,148
95,149
96,150
97,153
98,155
99,157
100,157
101,157
102,159
103,162
104,166
105,166
106,167
107,169
108,170
109,172
110,172
111,173
112,175
113,176
114,178
115,178
116,179
117,182
118,184
119,184
120,184
121,185
122,188
123,191
124,195
125,195
126,196
127,198
128,201
129,201
130,202
131,203
132,206
133,208
134,210
135,210
136,210
137,212
138,215
139,219
140,219
141,220
142,222
143,223
144,225
145,225
146,226
147,228
148,229
149,231
150,231
151,232
152,235
153,237
154,237
155,237
156,238
157,241
158,244
159,248
160,248
161,249
162,251
163,254
164,254
165,255
166,256
167,259
168,261
169,263
170,263
171,263
172,265
173,268
174,272
175,272
176,273
177,275
178,276
179,278
180,278
181,279
182,281
183,282
184,284
185,284
186,285
187,288
188,290
189,290
190,290
191,291
192,294
193,297
194,301
195,301
196,302
197,304
198,307
199,307
200,308
201,309
202,312
203,314
204,316
205,316
206,316
207,318
208,321
209,325
210,325
211,326
212,328
213,329
214,331
215,331
216,332
217,334
218,335
219,337
220,337
221,338
222,341
223,343
224,343
225,343
226,344
227,347
228,350
229,354
230,354
231,355
232,357
233,360
234,360
235,361
236,362
237,365
238,367
239,369
240,369
241,369
242,371
243,374
244,378
245,378
246,379
247,381
248,382
249,384
250,384
251,385
252,387
253,388
254,390
255,390
256,391
257,394
258,396
259,396
260,396
261,397
262,400
263,403
264,407
265,407
266,408
267,410
268,413
269,413
270,414
271,415
272,418
273,420
274,422
275,422
276,422
277,424
278,427
279,431
280,431
281,432
282,434
283,435
284,437
285,437
286,438
287,440
288,441
289,443
290,443
291,444
292,447
293,449
294,449
295,449
296,450
297,453
298,456
299,460
300,460
301,461
302,463
303,466
304,466
305,467
306,468
307,471
308,473
309,475
310,475
311,475
312,477
313,480
314,484
315,484
316,485
317,487
318,488
319,490
320,490
321,491
322,493
323,494
324,496
325,496
326,497
327,500
328,502
329,502
330,502
331,503
332,506
333,509
334,513
335,513
336,514
337,516
338,519
339,519
340,520
341,521
342,524
343,526
344,528
345,528
346,528
347,530
348,533
349,537
350,537
351,538
352,540
353,541
354,543
355,543
356,544
357,546
358,547
359,549
360,549
361,550
362,553
363,555
364,555
365,555
366,556
367,559
368,562
369,566
370,566
371,567
372,569
373,572
374,572
375,573
376,574
377,577
378,579
379,581
380,581
381,581
382,583
383,586
384,590
385,590
386,591
387,593
388,594
389,596
390,596
391,597
392,599
393,600
394,602
395,602
396,603
397,606
398,608
399,608
400,608
401,609
402,612
403,615
404,619
405,619
406,620
407,622
408,625
409,625
410,626
411,627
412,630
413,632
414,634
415,634
416,634
417,636
418,639
419,643
420,643
421,644
422,646
423,647
424,649
425,649
426,650
427,652
428,653
429,655
430,655
431,656
432,659
433,661
434,661
435,661
436,662
437,665
438,668
439,672
440,672
441,673
442,675
443,678
444,678
445,679
446,680
447,683
448,685
449,687
450,687
451,687
452,689
453,692
454,696
455,696
456,697
457,699
458,700
459,702
460,702
461,703
462,705
463,706
464,708
465,708
466,709
467,712
468,714
469,714
470,714
471,715
472,718
473,721
474,725
475,725
476,726
477,728
478,731
479,731
480,732
481,733
482,736
483,738
484,740
485,740
486,740
487,742
488,745
489,749
490,749
491,750
492,752
493,753
494,755
495,755
496,756
497,758
498,759
499,761
500,761
501,762
502,765
503,767
504,767
505,767
506,768
507,771
508,774
509,778
510,778
511,779
512,781
513,784
514,784
515,785
516,786
517,789
518,791
519,793
520,793
521,793
522,795
523,798
524,802
525,802
526,803
527,805
528,806
529,808
530,808
531,809
532,811
533,812
534,814
535,814
536,815
537,818
538,820
539,820
540,820
541,821
542,824
543,827
544,831
545,831
546,832
547,834
548,837
549,837
550,838
551,839
552,842
553,844
554,846
555,846
556,846
557,848
558,851
559,855
560,855
561,856
562,858
563,859
564,861
565,861
566,862
567,864
568,865
569,867
570,867
571,868
572,871
573,873
574,873
575,873
576,874
577,877
578,880
579,884
580,884
581,885
582,887
583,890
584,890
585,891
586,892
587,895
588,897
589,899
590,899
591,899
592,901
593,904
594,908
595,908
596,909
597,911
598,912
599,914
600,914
601,915
602,917
603,918
604,920
605,920
606,921
607,924
608,926
609,926
610,926
611,927
612,930
613,933
614,937
615,937
616,938
617,940
618,943
619,943
620,944
621,945
622,948
623,950
624,952
625,952
626,952
627,954
628,957
629,961
630,961
631,962
632,964
633,965
634,967
635,967
636,968
637,970
638,971
639,973
640,973
641,974
642,977
643,979
644,979
645,979
646,980
647,983
648,986
649,990
650,990
651,991
652,993
653,996
654,996
655,997
656,998
657,1001
658,1003
659,1005
660,1005
661,1005
662,1007
663,1010
664,1014
665,1014
666,1015
667,1017
668,1018
669,1020
670,1020
671,1021
672,1023
673,1024
674,1026
675,1026
676,1027
677,1030
678,1032
679,1032
680,1032
681,1033
682,1036
683,1039
684,1043
685,1043
686,1044
687,1046
688,1049
689,1049
690,1050
691,1051
692,1054
693,1056
694,1058
695,1058
696,1058
697,1060
698,1063
699,1067
700,1067
701,1068
702,1070
703,1071
704,1073
705,1073
706,1074
707,1076
708,1077
709,1079
710,1079
711,1080
712,1083
713,1085
714,1085
715,1085
716,1086
717,1089
718,1092
719,1096
720,1096
721,1097
722,1099
723,1102
724,1102
725,1103
726,1104
727,1107
728,1109
729,1111
730,1111
731,1111
732,1113
733,1116
734,1120
735,1120
736,1121
737,1123
738,1124
739,1126
740,1126
741,1127
742,1129
743,1130
744,1132
745,1132
746,1133
747,1136
748,1138
749,1138
750,1138
751,1139
752,1142
753,1145
754,1149
755,1149
756,1150
757,1152
758,1155
759,1155
760,1156
761,1157
762,1160
763,1162
764,1164
765,1164
766,1164
767,1166
768,1169
769,1173
770,1173
771,1174
772,1176
773,1177
774,1179
775,1179
776,1180
777,1182
778,1183
779,1185
780,1185
781,1186
782,1189
783,1191
784,1191
785,1191
786,1192
787,1195
788,1198
789,1202
790,1202
791,1203
792,1205
793,1208
794,1208
795,1209
796,1210
797,1213
798,1215
799,1217
800,1217
801,1217
802,1219
803,1222
804,1226
805,1226
806,1227
807,1229
808,1230
809,1232
810,1232
811,1233
812,1235
813,1236
814,1238
815,1238
816,1239
817,1242
818,1244
819,1244
820,1244
821,1245
822,1248
823,1251
824,1255
825,1255
826,1256
827,1258
828,1261
829,1261
830,1262
831,1263
832,1266
833,1268
834,1270
835,1270
836,1270
837,1272
838,1275
839,1279
840,1279
841,1280
842,1282
843,1283
844,1285
845,1285
846,1286
847,1288
848,1289
849,1291
850,1291
851,1292
852,1295
853,1297
854,1297
855,1297
856,1298
857,1301
858,1304
859,1308
860,1308
861,1309
862,1311
863,1314
864,1314
865,1315
866,1316
867,1319
868,1321
869,1323
870,1323
871,1323
872,1325
873,1328
874,1332
875,1332
876,1333
877,1335
878,1336
879,1338
880,1338
881,1339
882,1341
883,1342
884,1344
885,1344
886,1345
887,1348
888,1350
889,1350
890,1350
891,1351
892,1354
893,1357
894,1361
895,1361
896,1362
897,1364
898,1367
899,1367
900,1368
901,1369
902,1372
903,1374
904,1376
905,1376
906,1376
907,1378
908,1381
909,1385
910,1385
911,1386
912,1388
913,1389
914,1391
915,1391
916,1392
917,1394
918,1395
919,1397
920,1397
921,1398
922,1401
923,1403
924,1403
925,1403
926,1404
927,1407
928,1410
929,1414
930,1414
931,1415
932,1417
933,1420
934,1420
935,1421
936,1422
937,1425
938,1427
939,1429
940,1429
941,1429
942,1431
943,1434
944,1438
945,1438
946,1439
947,1441
948,1442
949,1444
950,1444
951,1445
952,1447
953,1448
954,1450
955,1450
956,1451
957,1454
958,1456
959,1456
960,1456
961,1457
962,1460
963,1463
964,1467
965,1467
966,1468
967,1470
968,1473
969,1473
970,1474
971,1475
972,1478
973,1480
974,1482
975,1482
976,1482
977,1484
978,1487
979,1491
980,1491
981,1492
982,1494
983,1495
984,1497
985,1497
986,1498
987,1500
988,1501
989,1503
990,1503
991,1504
992,1507
